property_id,location.address.city,location.address.postal_code,location.address.state_code,location.address.coordinate.lat,location.address.coordinate.lon,description.type,description.sqft,description.lot_sqft,description.beds,description.baths,list_price,estimate.estimate,flags.is_price_reduced,flags.is_foreclosure,flags.is_new_listing,price_reduced_amount,list_date,last_sold_price,href,price_per_sqft,city_mean,city_std,value_gap_pct,market_z_score,is_investment_grade,nexus_alpha_score,equity_gap_pct,deal_score,investment_tier,investment_thesis
9603895333,Austin,78747,TX,30.143168,-97.735593,single_family,2427.0,,5.0,3.0,412990,,False,False,True,,2026-01-21 11:35:34+00:00,,https://www.realtor.com/realestateandhomes-detail/9224-Furman-Dr_Austin_TX_78747_M96038-95333,170.16481252575196,342.6847951614483,228.15468043420117,0.5034363504643309,-0.7561535985471504,True,50.343635046433086,0.25171817523216544,37.76771701333136,TIER 1: UNICORN,Extreme Alpha: Deeply undervalued with high instant equity.
9383393208,Austin,78747,TX,30.125667,-97.792773,single_family,2543.0,,5.0,3.0,421291,,False,False,True,,2026-01-21 11:35:34+00:00,,https://www.realtor.com/realestateandhomes-detail/4508-Bridal-Veil-Dr_Austin_TX_78747_M93833-93208,165.66692882422336,342.6847951614483,228.15468043420117,0.5165617758261697,-0.7758677840855257,True,51.65617758261697,0.25828088791308484,38.75238439042544,TIER 1: UNICORN,Extreme Alpha: Deeply undervalued with high instant equity.
8183255984,Austin,78723,TX,30.300788,-97.675899,single_family,2097.0,23043.0,5.0,3.0,624995,614000.0,False,False,True,,2026-01-21 02:35:02+00:00,,https://www.realtor.com/realestateandhomes-detail/5604-Chadwyck-Dr_Austin_TX_78723_M81832-55984,298.0424415832141,342.6847951614483,228.15468043420117,0.13027235000958223,-0.1956670513761774,True,13.027235000958223,-0.0179071661237785,7.167564514145063,Market Standard,N/A
7864862068,Austin,78704,TX,30.245328,-97.767405,condos,1904.0,3833.0,3.0,4.0,1090000,943800.0,False,False,True,,2026-01-21 01:54:58+00:00,,https://www.realtor.com/realestateandhomes-detail/1208-W-Oltorf-St_Austin_TX_78704_M78648-62068,572.4789915966387,342.6847951614483,228.15468043420117,-0.6705701556642688,1.007185984516597,False,0.0,-0.1549057003602458,0.0,Market Standard,N/A
8875250418,Austin,78753,TX,30.352123,-97.686684,condos,1521.0,5676.0,2.0,2.0,299990,277700.0,False,False,True,,2026-01-21 01:37:10+00:00,,https://www.realtor.com/realestateandhomes-detail/8925-N-Plaza-Ct-69_Austin_TX_78753_M88752-50418,197.2320841551611,342.6847951614483,228.15468043420117,0.4244504368446239,-0.6375179800365092,True,42.44504368446239,-0.0802664746128916,23.353197274150048,TIER 3: VALUE LEADER,Value Play: $/SqFt is 42.4% below city average.
7315307664,Austin,78703,TX,30.278857,-97.75437,condos,892.0,1429.0,2.0,1.0,385000,394900.0,False,False,True,,2026-01-20 23:47:56+00:00,,https://www.realtor.com/realestateandhomes-detail/1210-Windsor-Rd-Apt-122_Austin_TX_78703_M73153-07664,431.6143497757848,342.6847951614483,228.15468043420117,-0.2595083174683584,0.38977747221794734,False,0.0,0.025069637883008356,1.0027855153203342,Market Standard,N/A
9610866631,Austin,78737,TX,30.209506,-97.964482,single_family,4447.0,43604.0,5.0,5.0,1899999,1741200.0,False,False,True,,2026-01-20 23:36:09+00:00,,https://www.realtor.com/realestateandhomes-detail/10912-Seawall-Dr_Austin_TX_78737_M96108-66631,427.2541038902631,342.6847951614483,228.15468043420117,-0.24678453763602748,0.37066655204211,False,0.0,-0.09120089593383873,0.0,Market Standard,N/A
9499453274,Austin,78754,TX,30.366715,-97.624567,single_family,1782.0,2344.0,4.0,2.0,421146,,False,False,True,,2026-01-20 23:08:03+00:00,,https://www.realtor.com/realestateandhomes-detail/5105-Monarda-Mint-Dr_Austin_TX_78754_M94994-53274,236.33333333333334,342.6847951614483,228.15468043420117,0.3103477695239143,-0.4661375415385626,True,31.03477695239143,0.15517388476195715,23.282241586820483,TIER 2: EQUITY KING,Equity Play: Priced 15.5% below estimated value.
7527292120,Austin,78745,TX,30.197068,-97.799638,single_family,1227.0,7314.0,3.0,2.0,450000,428000.0,False,False,True,,2026-01-20 23:08:03+00:00,,https://www.realtor.com/realestateandhomes-detail/7105-Windrift-Way_Austin_TX_78745_M75272-92120,366.7481662591687,342.6847951614483,228.15468043420117,-0.07022013067834985,0.10546954834292879,False,0.0,-0.0514018691588785,0.0,Market Standard,N/A
7355402517,Austin,78704,TX,30.242271,-97.765372,single_family,1973.0,6708.0,4.0,4.0,1300000,540300.0,False,False,True,,2026-01-20 22:52:00+00:00,,https://www.realtor.com/realestateandhomes-detail/1004-Juanita-St_Austin_TX_78704_M73554-02517,658.8950836289914,342.6847951614483,228.15468043420117,-0.9227438536295949,1.3859469718778652,False,0.0,-1.4060707014621507,0.0,Market Standard,N/A
